ticker,exchange,assetType,priceCurrency,startDate,endDate
DMMIF,OTCMKTS,Stock,USD,2006-04-26,2017-08-23
DMND,NASDAQ,Stock,USD,2005-07-20,2016-03-08
DMNIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-22
DMNKF,PINK,Stock,USD,2007-07-13,2017-08-23
DMO,NYSE,ETF,USD,2010-02-24,2017-08-23
DMOCX,NMFQS,Mutual Fund,USD,1994-04-29,2017-08-22
DMPAX,NMFQS,Mutual Fund,USD,2015-02-06,2017-08-22
DMPCX,NMFQS,Mutual Fund,USD,2015-02-06,2017-08-22
DMPI,NASDAQ,Stock,USD,2013-02-22,2017-08-23
DMPIX,NMFQS,Mutual Fund,USD,2015-02-06,2017-08-22
DMPSX,NMFQS,Mutual Fund,USD,2015-02-06,2017-08-22
DMPXX,NMFQS,Mutual Fund,USD,,
DMQHF,PINK,Stock,USD,2014-10-20,2017-08-23
DMRC,NASDAQ,Stock,USD,1999-12-02,2017-08-23
DMRE,,ETF,USD,,
DMREX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DMRI,,ETF,USD,,
DMRL,,ETF,USD,,
DMRM,,ETF,USD,,
DMRR,PINK,Stock,USD,2000-02-01,2017-08-23
DMRS,,ETF,USD,,
DMSFX,NMFQS,Mutual Fund,USD,2017-03-20,2017-08-22
DMSIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DMSQ,PINK,Stock,USD,2009-12-01,2017-08-23
DMTFX,NMFQS,Mutual Fund,USD,1996-06-20,2017-08-22
DMTX,NASDAQ,Stock,USD,2015-10-22,2017-08-23
DMUAX,NMFQS,Mutual Fund,USD,2003-03-31,2017-08-22
DMUCX,NMFQS,Mutual Fund,USD,2003-03-31,2017-08-22
DMUSX,NMFQS,Mutual Fund,USD,1996-06-20,2017-08-22
DMUYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DMVAX,NMFQS,Mutual Fund,USD,2008-12-17,2017-08-22
DMVIX,NMFQS,Mutual Fund,USD,2008-12-17,2017-08-22
DMVYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DMXTY,PINK,Stock,USD,2010-09-23,2017-08-23
DMYBX,NMFQS,Mutual Fund,USD,2013-07-03,2017-08-22
DNACF,PINK,Stock,USD,2009-01-26,2017-08-23
DNAI,NASDAQ,Stock,USD,,
DNAIX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNALX,NMFQS,Mutual Fund,USD,2012-09-14,2016-07-22
DNASX,NMFQS,Mutual Fund,USD,2009-02-12,2016-07-22
DNAVX,NMFQS,Mutual Fund,USD,2010-05-03,2017-08-22
DNB,NYSE,Stock,USD,1983-06-10,2017-08-23
DNBF,NASDAQ,Stock,USD,1999-01-12,2017-08-23
DNBHF,PINK,Stock,USD,2007-07-13,2017-08-23
DNCGX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNCVF,PINK,Stock,USD,2012-01-31,2017-08-23
DNDGX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNDHX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-22
DNDN,NASDAQ,Stock,USD,2000-06-19,2014-11-18
DNDNQ,PINK,Stock,USD,2014-11-19,2015-06-11
DNDT,PINK,Stock,USD,2007-07-24,2017-08-23
DNEMX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNFGF,PINK,Stock,USD,2007-07-13,2017-08-23
DNFGX,NMFQS,Mutual Fund,USD,2011-12-08,2017-08-22
DNFGY,PINK,Stock,USD,2010-06-23,2017-08-23
DNFRX,NMFQS,Mutual Fund,USD,2013-11-05,2017-08-22
DNGDF,PINK,Stock,USD,2009-05-26,2017-08-23
DNGH,OTCBB,Stock,USD,2010-06-07,2017-08-23
DNHBY,PINK,Stock,USD,2010-09-13,2017-08-23
DNHYX,NMFQS,Mutual Fund,USD,2005-07-01,2017-08-22
DNI,NYSE,ETF,USD,1998-06-24,2017-08-23
DNINX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNIOX,NMFQS,Mutual Fund,USD,2013-11-05,2017-08-22
DNIYY,PINK,Stock,USD,2010-04-22,2017-08-23
DNJYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DNKEY,PINK,Stock,USD,2016-02-09,2017-08-23
DNKN,NASDAQ,Stock,USD,2011-07-27,2017-08-23
DNL,NYSE ARCA,ETF,USD,2006-06-16,2017-08-23
DNLAX,NMFQS,Mutual Fund,USD,2003-10-31,2017-08-22
DNLCX,NMFQS,Mutual Fund,USD,2002-11-27,2017-08-22
DNLDX,NMFQS,Mutual Fund,USD,1985-01-29,2017-08-22
DNLMY,PINK,Stock,USD,2014-04-08,2017-08-23
DNLRX,NMFQS,Mutual Fund,USD,2002-11-27,2017-08-22
DNLVX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNLYX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DNMDX,NMFQS,Mutual Fund,USD,2008-09-29,2017-08-22
DNMIX,NMFQS,Mutual Fund,USD,2008-12-15,2017-08-22
DNMZX,NMFQS,Mutual Fund,USD,1999-01-25,2017-08-22
DNN,NYSE,Stock,USD,2005-02-09,2017-08-23
DNO,NYSE,ETF,USD,2009-09-24,2017-08-23
DNOW,NYSE,Stock,USD,2014-05-20,2017-08-23
DNP,NYSE,ETF,USD,1987-01-21,2017-08-23
DNPCF,PINK,Stock,USD,2007-07-18,2017-08-23
DNPLY,PINK,Stock,USD,2007-07-13,2017-08-23
DNPUF,PINK,Stock,USD,2009-05-14,2017-08-23
DNR,NYSE,Stock,USD,1995-09-06,2017-08-23
DNREX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNSKF,PINK,Stock,USD,2007-07-18,2017-08-23
DNSVX,NMFQS,Mutual Fund,USD,2004-12-10,2017-08-22
DNVAX,NMFQS,Mutual Fund,USD,2006-07-07,2015-09-14
DNVB,PINK,Stock,USD,1999-10-06,2017-08-23
DNVCX,NMFQS,Mutual Fund,USD,2009-01-02,2015-09-14
DNVIX,NMFQS,Mutual Fund,USD,2006-07-07,2015-11-25
DNVSX,NMFQS,Mutual Fund,USD,2006-07-07,2015-11-25
DNVYX,NMFQS,Mutual Fund,USD,1996-10-02,2017-08-22
DNXWF,PINK,Stock,USD,2007-07-24,2017-08-23
DNYIX,NMFQS,Mutual Fund,USD,2008-12-15,2017-08-22
DNYMX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DNYYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DNZOF,PINK,Stock,USD,1997-04-08,2017-08-23
DNZOY,PINK,Stock,USD,2007-07-13,2017-08-23
DO,NYSE,Stock,USD,1995-10-11,2017-08-23
DOC,NYSE,Stock,USD,2013-07-19,2017-08-23
DOD,NYSE ARCA,ETF,USD,2007-11-07,2017-08-23
DODBX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DODFX,NMFQS,Mutual Fund,USD,2001-04-30,2017-08-22
DODGX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DODIX,NMFQS,Mutual Fund,USD,1988-12-30,2017-08-22
DODLX,NMFQS,Mutual Fund,USD,2014-05-01,2017-08-22
DODWX,NMFQS,Mutual Fund,USD,2008-05-01,2017-08-22
DOFAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DOFCX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DOFIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DOFYX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DOG,NYSE ARCA,ETF,USD,2006-06-21,2017-08-23
DOL,NYSE ARCA,ETF,USD,2006-06-16,2017-08-23
DOLE,NYSE,Stock,USD,,
DOLHF,PINK,Stock,USD,2007-07-16,2017-08-23
DOLLF,PINK,Stock,USD,2012-03-09,2017-08-23
DOM,,Stock,USD,,
DOMAX,NMFQS,Mutual Fund,USD,2007-01-03,2017-08-22
DOMIX,NMFQS,Mutual Fund,USD,2006-12-28,2017-08-22
DOMOX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-22
DON,NYSE ARCA,ETF,USD,2006-06-16,2017-08-23
DOO,NYSE ARCA,ETF,USD,2006-06-16,2017-08-23
DOOR,NYSE,Stock,USD,2009-07-24,2017-08-23
DOPIX,NMFQS,Mutual Fund,USD,2016-10-05,2017-08-22
DORM,NASDAQ,Stock,USD,1991-03-12,2017-08-23
DORPQ,PINK,Stock,USD,2007-07-13,2017-07-14
DOSAX,NMFQS,Mutual Fund,USD,2011-12-20,2017-08-11
DOSCX,NMFQS,Mutual Fund,USD,2011-12-20,2017-08-11
DOSIX,NMFQS,Mutual Fund,USD,2011-12-20,2017-08-11
DOSYX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-11
DOUAX,NMFQS,Mutual Fund,USD,2014-09-15,2016-07-22
DOUCX,NMFQS,Mutual Fund,USD,2014-09-15,2016-07-22
DOUIX,NMFQS,Mutual Fund,USD,2014-09-15,2016-07-22
DOUYX,NMFQS,Mutual Fund,USD,2014-09-15,2016-07-22
DOV,NYSE,Stock,USD,1980-03-17,2017-08-23
DOVA,NASDAQ,Stock,USD,2017-06-29,2017-08-23
DOVR,NASDAQ,Stock,USD,2005-11-18,2015-07-01
DOW,NYSE,Stock,USD,1972-06-01,2017-08-23
DOW-WD,,Stock,USD,,
DOX,NASDAQ,Stock,USD,1998-06-19,2017-08-23
DPAT,PINK,Stock,USD,2001-04-30,2017-08-23
DPBSF,PINK,Stock,USD,2007-09-06,2017-08-23
DPCEX,NMFQS,Mutual Fund,USD,2000-03-31,2017-08-22
DPCFX,NMFQS,Mutual Fund,USD,2002-10-25,2017-08-22
DPCXX,NMFQS,Mutual Fund,USD,,
DPDEX,NMFQS,Mutual Fund,USD,1992-02-03,2017-08-22
DPDFX,NMFQS,Mutual Fund,USD,1997-12-24,2017-08-22
DPDM,PINK,Stock,USD,2012-11-30,2017-08-23
DPDW,OTCMKTS,Stock,USD,1995-02-01,2017-08-23
DPECX,NMFQS,Mutual Fund,USD,2002-04-15,2017-08-22
DPEGX,NMFQS,Mutual Fund,USD,2010-06-23,2017-08-22
DPEMX,NMFQS,Mutual Fund,USD,1997-10-28,2017-08-22
DPENX,NMFQS,Mutual Fund,USD,2007-11-29,2017-08-22
DPERX,NMFQS,Mutual Fund,USD,2002-04-15,2017-08-22
DPFAX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DPFCX,NMFQS,Mutual Fund,USD,2017-04-06,2017-08-22
DPFDX,NMFQS,Mutual Fund,USD,2008-06-20,2016-07-22
DPFFX,NMFQS,Mutual Fund,USD,2002-10-24,2017-08-22
DPFNX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DPG,NYSE,ETF,USD,2011-08-01,2017-08-23
DPGXX,NMFQS,Mutual Fund,USD,,
DPGYF,PINK,Stock,USD,2005-11-25,2017-08-23
DPHYX,NMFQS,Mutual Fund,USD,1996-11-29,2017-08-22
DPIAX,NMFQS,Mutual Fund,USD,2011-04-12,2017-08-22
DPICX,NMFQS,Mutual Fund,USD,2011-11-01,2017-08-22
DPIEX,NMFQS,Mutual Fund,USD,1992-02-04,2017-08-22
DPIGX,NMFQS,Mutual Fund,USD,1992-07-14,2017-08-22
DPIIX,NMFQS,Mutual Fund,USD,2011-04-12,2017-08-22
DPK,NYSE ARCA,ETF,USD,2008-12-17,2017-08-23
DPLGX,NMFQS,Mutual Fund,USD,2005-10-31,2017-08-22
DPLO,NYSE,Stock,USD,2014-10-10,2017-08-23
DPLTX,NMFQS,Mutual Fund,USD,1997-05-30,2017-08-22
DPLY,PINK,Stock,USD,2002-04-09,2017-08-23
DPM,NYSE,Stock,USD,,
DPMAF,PINK,Stock,USD,2001-11-07,2017-08-21
DPMLF,PINK,Stock,USD,2006-09-22,2017-08-23
DPMYX,NMFQS,Mutual Fund,USD,2013-09-04,2017-08-22
DPMZX,NMFQS,Mutual Fund,USD,2007-05-30,2017-08-22
DPNEF,PINK,Stock,USD,2008-11-20,2017-08-23
DPNEY,PINK,Stock,USD,2011-11-18,2017-08-23
DPRCX,NMFQS,Mutual Fund,USD,1997-11-10,2017-08-22
DPRDX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-22
DPREX,NMFQS,Mutual Fund,USD,1995-11-28,2017-08-22
DPRFX,NMFQS,Mutual Fund,USD,2003-05-30,2017-08-22
DPRIX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DPRRX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DPRSX,NMFQS,Mutual Fund,USD,1997-11-11,2017-08-22
DPRX,NASDAQ,Stock,USD,2016-01-04,2017-04-27
DPRXX,NMFQS,Mutual Fund,USD,,
DPS,NYSE,Stock,USD,2008-05-07,2017-08-23
DPSAX,NMFQS,Mutual Fund,USD,2001-06-29,2017-08-22
DPSCX,NMFQS,Mutual Fund,USD,2001-06-29,2017-08-22
DPSGY,PINK,Stock,USD,2009-12-08,2017-08-23
DPSI,PINK,Stock,USD,1996-08-06,2017-08-23
DPSIP,PINK,Stock,USD,2013-11-14,2017-08-23
DPSRX,NMFQS,Mutual Fund,USD,2001-06-29,2017-08-22
DPST,NYSE ARCA,ETF,USD,2015-08-19,2017-08-23
DPSTF,PINK,Stock,USD,2007-07-13,2017-08-23
DPSYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DPTAX,NMFQS,Mutual Fund,USD,1997-11-04,2017-08-22
DPTCX,NMFQS,Mutual Fund,USD,1995-11-29,2017-08-22
DPTRX,NMFQS,Mutual Fund,USD,2004-05-14,2017-08-22
DPU,NYSE ARCA,ETF,USD,2008-05-22,2017-08-23
DPUAX,NMFQS,Mutual Fund,USD,2008-05-30,2017-08-22
DPUCX,NMFQS,Mutual Fund,USD,2008-05-30,2017-08-22
DPUIX,NMFQS,Mutual Fund,USD,2008-05-30,2017-08-22
DPUKY,PINK,Stock,USD,2012-06-13,2017-08-23
DPUYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DPW,NYSE,Stock,USD,1997-05-05,2017-08-23
DPWRX,NMFQS,Mutual Fund,USD,1996-03-04,2017-08-22
DPYXX,NMFQS,Mutual Fund,USD,,
DPZ,NYSE,Stock,USD,2004-07-13,2017-08-23
DPZRX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-22
DPZUF,PINK,Stock,USD,2007-11-01,2017-08-23
DQ,NYSE,Stock,USD,2010-10-07,2017-08-23
DQEIX,NMFQS,Mutual Fund,USD,2007-10-18,2017-08-22
DQIAX,NMFQS,Mutual Fund,USD,2006-07-05,2017-08-22
DQICX,NMFQS,Mutual Fund,USD,2006-07-05,2017-08-22
DQIRX,NMFQS,Mutual Fund,USD,2006-07-05,2017-08-22
DQIYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DQJCY,PINK,Stock,USD,2010-11-24,2017-08-23
DQUEL,PINK,Stock,USD,2008-09-17,2017-08-23
DQUEM,PINK,Stock,USD,2008-07-03,2017-08-23
DQUEN,PINK,Stock,USD,2008-06-25,2017-08-23
DQUEO,PINK,Stock,USD,2008-08-01,2017-08-23
DQUEP,PINK,Stock,USD,2008-06-25,2017-08-23
DRA,NYSE,ETF,USD,2014-09-09,2017-08-23
DRAD,NASDAQ,Stock,USD,2004-06-10,2017-08-23
DRAFX,NMFQS,Mutual Fund,USD,2017-03-20,2017-08-22
DRAM,NASDAQ,Stock,USD,1980-03-17,2017-07-03
DRC,NYSE,Stock,USD,2005-08-05,2015-06-30
DRCAX,NMFQS,Mutual Fund,USD,1983-07-26,2017-08-22
DRCO,NASDAQ,Stock,USD,,
DRCSY,PINK,Stock,USD,2010-08-20,2017-08-23
DRCVX,NMFQS,Mutual Fund,USD,1985-10-10,2017-08-22
DRD,NYSE,Stock,USD,1996-09-30,2017-08-23
DRDAX,NMFQS,Mutual Fund,USD,2013-04-11,2017-08-22
DRDCX,NMFQS,Mutual Fund,USD,2013-04-11,2017-08-22
DRDGF,PINK,Stock,USD,2007-07-23,2017-08-23
DRDIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-22
DRE,NYSE,Stock,USD,1987-11-05,2017-08-23
DREBX,NMFQS,Mutual Fund,USD,1994-12-27,2017-08-22
DRECX,NMFQS,Mutual Fund,USD,1997-08-13,2017-08-22
DREGX,NMFQS,Mutual Fund,USD,1997-12-31,2017-08-22
DREIX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-22
DREQX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DRESX,NMFQS,Mutual Fund,USD,2011-08-26,2017-08-22
DRETF,PINK,Stock,USD,2007-07-13,2017-08-23
DREUF,PINK,Stock,USD,2013-02-07,2017-08-23
DREVX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DREYX,NMFQS,Mutual Fund,USD,1996-11-08,2017-08-22
DRFMX,NMFQS,Mutual Fund,USD,1996-06-28,2017-08-22
DRFRX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRGBX,NMFQS,Mutual Fund,USD,1987-03-27,2017-08-22
DRGDF,PINK,Stock,USD,2007-07-16,2017-08-23
DRGIX,NMFQS,Mutual Fund,USD,1987-03-27,2017-08-22
DRGMX,NMFQS,Mutual Fund,USD,1996-05-31,2017-08-22
DRGN,PINK,Stock,USD,2003-02-10,2017-08-23
DRGS,NYSE ARCA,ETF,USD,2011-10-24,2015-07-06
DRGTX,NMFQS,Mutual Fund,USD,1995-12-27,2017-08-22
DRGVX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-22
DRGXX,,Mutual Fund,USD,,
DRGYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DRH,NYSE,Stock,USD,2005-05-26,2017-08-23
DRI,NYSE,Stock,USD,1995-05-09,2017-08-23
DRI-W,,Stock,USD,,
DRIBX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIDX,NMFQS,Mutual Fund,USD,2014-01-02,2015-06-16
DRIFF,PINK,Stock,USD,2000-03-27,2017-08-23
DRIGX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIHX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRII,NYSE,Stock,USD,2016-01-04,2016-09-02
DRIIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIJX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIKX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRILX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIMX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIO,NASDAQ,Stock,USD,2013-04-09,2017-08-23
DRIOW,NASDAQ,Stock,USD,2016-03-04,2017-08-23
DRIOX,NMFQS,Mutual Fund,USD,2007-09-19,2017-08-22
DRIP,NYSE ARCA,ETF,USD,2015-05-29,2017-08-23
DRIPX,NMFQS,Mutual Fund,USD,1999-02-26,2017-08-22
DRIQX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIRX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRISX,NMFQS,Mutual Fund,USD,2007-08-21,2017-08-22
DRITX,NMFQS,Mutual Fund,USD,1996-02-02,2017-08-22
DRIUX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRIV,NASDAQ,Stock,USD,1998-08-12,2015-02-12
DRIWX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DRL,NYSE,Stock,USD,1992-02-25,2015-02-27
DRLAX,NMFQS,Mutual Fund,USD,2007-02-21,2017-08-22
DRLCQ,PINK,Stock,USD,2016-01-05,2016-11-07
DRLDF,PINK,Stock,USD,2010-12-03,2017-08-23
DRLIX,NMFQS,Mutual Fund,USD,2007-01-03,2017-08-22
DRLYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DRMAX,NMFQS,Mutual Fund,USD,2002-02-05,2017-08-22
DRMBX,NMFQS,Mutual Fund,USD,1994-05-06,2017-08-22
DRMCX,NMFQS,Mutual Fund,USD,1996-12-17,2017-08-22
DRN,NYSE ARCA,ETF,USD,2009-07-16,2017-08-23
DRNA,NASDAQ,Stock,USD,2014-01-30,2017-08-23
DRNAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DRNCX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DRNE,OTCBB,Stock,USD,2015-11-30,2017-08-23
DRNG,PINK,Stock,USD,2016-01-05,2017-08-23
DRNIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DRNJX,NMFQS,Mutual Fund,USD,2006-01-03,2017-08-22
DRNYX,NMFQS,Mutual Fund,USD,1983-07-26,2017-08-22
DROCX,NMFQS,Mutual Fund,USD,2012-01-03,2017-08-22
DROIX,NMFQS,Mutual Fund,USD,2012-01-03,2017-08-22
DROYX,NMFQS,Mutual Fund,USD,2012-01-03,2017-08-22
DRPEX,NMFQS,Mutual Fund,USD,2002-11-15,2017-08-22
DRPXX,NMFQS,Mutual Fund,USD,,
DRQ,NYSE,Stock,USD,1997-10-23,2017-08-23
DRR,NYSE ARCA,ETF,USD,2008-05-22,2017-08-23
DRRAX,NMFQS,Mutual Fund,USD,2010-05-12,2017-08-22
DRRCX,NMFQS,Mutual Fund,USD,2010-05-12,2017-08-22
DRREX,NMFQS,Mutual Fund,USD,2016-02-29,2017-08-22
DRRIX,NMFQS,Mutual Fund,USD,2010-05-12,2017-08-22
DRRSF,PINK,Stock,USD,2007-07-23,2017-08-23
DRRX,NASDAQ,Stock,USD,2000-09-28,2017-08-23
DRRYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DRSAX,NMFQS,Mutual Fund,USD,2009-11-20,2017-01-23
DRSLX,NMFQS,Mutual Fund,USD,2010-10-04,2017-08-07
DRSVX,NMFQS,Mutual Fund,USD,2003-12-31,2017-08-22
DRSXX,,Mutual Fund,USD,,
DRTAX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DRTCX,NMFQS,Mutual Fund,USD,1999-08-31,2017-08-22
DRTGF,PINK,Stock,USD,2009-07-10,2017-08-23
DRTHX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-22
DRTTF,PINK,Stock,USD,2014-01-28,2017-08-23
DRTX,NASDAQ,Stock,USD,2012-07-19,2014-11-17
DRUA,NYSE,Stock,USD,2016-07-25,2017-08-23
DRUNF,PINK,Stock,USD,2013-06-20,2017-08-23
DRUS,OTCMKTS,Stock,USD,2016-01-12,2017-08-23
DRV,NYSE ARCA,ETF,USD,2009-07-16,2017-08-23
DRVN,NYSE ARCA,ETF,USD,2016-01-04,2016-04-19
DRVYF,OTCBB,Stock,USD,2015-07-17,2017-08-23
DRW,NYSE ARCA,ETF,USD,2007-06-05,2017-08-23
DRWI,NASDAQ,Stock,USD,2008-06-24,2017-08-03
DRWIW,NASDAQ,Stock,USD,2016-01-04,2016-08-02
DRWKF,PINK,Stock,USD,2008-11-18,2017-08-23
DRXIX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-22
DRYNX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DRYQX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DRYS,NASDAQ,Stock,USD,2005-02-03,2017-08-23
DRYTX,,Mutual Fund,USD,,
DS,NYSE,Stock,USD,2002-10-10,2017-08-23
DS-P-B,NYSE,Stock,USD,2016-12-29,2017-08-23
DS-P-C,NYSE,Stock,USD,2016-12-29,2017-08-23
DS-P-D,NYSE,Stock,USD,2016-12-29,2017-08-23
DSAXX,NMFQS,Mutual Fund,USD,,
DSBFX,NMFQS,Mutual Fund,USD,2000-05-31,2017-08-22
DSBIX,NMFQS,Mutual Fund,USD,2011-11-30,2017-08-22
DSCAX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCBX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCEX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCFX,NMFQS,Mutual Fund,USD,2016-11-17,2017-08-22
DSCGX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-22
DSCI,NASDAQ,Stock,USD,2016-01-04,2017-02-27
DSCIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCLX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-22
DSCO,NASDAQ,Stock,USD,,
DSCOX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCPX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-22
DSCSX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-22
DSCVF,PINK,Stock,USD,2010-01-11,2017-08-23
DSCVX,NMFQS,Mutual Fund,USD,1993-12-29,2017-08-22
DSCYX,NMFQS,Mutual Fund,USD,2016-10-05,2017-08-22
DSDAX,NMFQS,Mutual Fund,USD,2009-03-31,2017-08-22
DSDCX,NMFQS,Mutual Fund,USD,2009-03-31,2017-08-22
DSDDX,NMFQS,Mutual Fund,USD,2013-11-18,2017-08-22
DSDYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DSE,NYSE,ETF,USD,2014-06-26,2017-08-23
DSEAX,NMFQS,Mutual Fund,USD,2003-01-31,2017-08-22
DSECF,PINK,Stock,USD,2009-01-21,2017-08-23
DSECX,NMFQS,Mutual Fund,USD,2003-01-31,2017-08-22
DSEEX,NMFQS,Mutual Fund,USD,2013-11-01,2017-08-22
DSEEY,PINK,Stock,USD,2007-07-13,2017-08-23
DSEFX,NMFQS,Mutual Fund,USD,1991-05-31,2017-08-22
DSENX,NMFQS,Mutual Fund,USD,2013-11-01,2017-08-22
DSEPX,NMFQS,Mutual Fund,USD,2005-05-27,2017-08-22
DSERX,NMFQS,Mutual Fund,USD,2003-01-31,2017-08-22
DSEUX,NMFQS,Mutual Fund,USD,2016-12-27,2017-08-22
DSFIX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-22
DSFN,PINK,Stock,USD,2004-08-02,2017-08-23
DSFRX,NMFQS,Mutual Fund,USD,2003-12-01,2017-08-22
DSGAX,NMFQS,Mutual Fund,USD,2010-07-01,2017-08-22
DSGCX,NMFQS,Mutual Fund,USD,2010-07-01,2017-08-22
DSGDX,NMFQS,Mutual Fund,USD,2016-07-05,2017-08-22
DSGEX,NMFQS,Mutual Fund,USD,2016-07-05,2017-08-22
DSGFX,NMFQS,Mutual Fund,USD,2016-07-05,2017-08-22
DSGGX,NMFQS,Mutual Fund,USD,2016-07-05,2017-08-22
DSGIX,NMFQS,Mutual Fund,USD,2010-07-01,2017-08-22
DSGLF,PINK,Stock,USD,2009-10-14,2017-08-23
DSGT,OTCBB,Stock,USD,2015-03-25,2017-08-23
DSGX,NASDAQ,Stock,USD,1999-01-27,2017-08-23
DSGYX,NMFQS,Mutual Fund,USD,2013-07-02,2017-08-22
DSHGX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-22
DSHPX,NMFQS,Mutual Fund,USD,2002-10-31,2017-08-22
DSHXX,,Mutual Fund,USD,,
DSI,NYSE ARCA,ETF,USD,2006-11-17,2017-08-23
DSIAX,NMFQS,Mutual Fund,USD,2002-10-03,2017-08-22
DSIBX,NMFQS,Mutual Fund,USD,1987-04-30,2017-08-22
DSICX,NMFQS,Mutual Fund,USD,2002-10-03,2017-08-22
DSIDX,NMFQS,Mutual Fund,USD,2013-11-18,2016-03-31
DSIGX,NMFQS,Mutual Fund,USD,1987-04-06,2017-08-22
DSIYX,NMFQS,Mutual Fund,USD,2011-12-30,2017-08-22
DSKE,NASDAQ,Stock,USD,2015-10-12,2017-08-23
DSKEW,NASDAQ,Stock,USD,2015-09-14,2017-08-23
